Article.ID,Summarize,1.1.Geography,1.1.1.Geography-Country,2.1.1.Actors.Institutions,DEPTH SCORE,4.4.1.Depth,Title,Journal,Authors,Citation,Citation.1
6714748,"Fisherwoman respond to declining fish productivity primarily by outmigrating|||Fisherwomen in Chilika lagoon, India coping and adaptation to pressures of natural disasters and aquaculture (and specifically the gender dimension of ensuing  out-migration)|||article investigates the gendered implications of environmental change using case studies of two small-scale fishing communities in Chilika lagoon, India|||s", Asia,"Chilika Lagoon, India|||India", Individuals or households||| Civil Society- sub-national or local||| Local government,Medium,"deep|||in some capacity, enacting an upheaval of societal norms of gender roles. Although this paper deals mostly with coping strategies, which are often without long-lasting adaptation transformations, because probably the compound problem here could be dealth with in another way.|||Limited|||Limited","Women's perspectives of small-scale fisheries and environmental change in Chilika lagoon, India",MARITIME STUDIES,"Khan, FN; Collins, AM; Nayak, PK; Armitage, D","Khan, FN; Collins, AM; Nayak, PK; Armitage, D, Women's perspectives of small-scale fisheries and environmental change in Chilika lagoon, India, MARITIME STUDIES","Khan, FN; Collins, AM; Nayak, PK; Armitage, D, Women's perspectives of small-scale fisheries and environmental change in Chilika lagoon, India, MARITIME STUDIES"
6714755,Coffee farmers in Guatemala plant diverse tree species to buffer against temperature increases and rainfall variability|||adaptation by coffee growers in Guatemala, Central and South America,Guatemala, Individuals or households,Low,limited|||limited,Climate change perceptions and adaptive responses of small-scale farmers in two Guatemalan landscapes,AGRONOMIA MESOAMERICANA,"Viguera, B; Alpizar, F; Harvey, CA; Martinez-Rodriguez, MR; Saborio-Rodriguez, M; Contreras, L","Viguera, B; Alpizar, F; Harvey, CA; Martinez-Rodriguez, MR; Saborio-Rodriguez, M; Contreras, L, Climate change perceptions and adaptive responses of small-scale farmers in two Guatemalan landscapes, AGRONOMIA MESOAMERICANA","Viguera, B; Alpizar, F; Harvey, CA; Martinez-Rodriguez, MR; Saborio-Rodriguez, M; Contreras, L, Climate change perceptions and adaptive responses of small-scale farmers in two Guatemalan landscapes, AGRONOMIA MESOAMERICANA"
6714774,"This study describes different coping and adaptation strategies used by smallholder farmers to mitigate the adverse impacts of climate change and variability in the central highlands of Ethiopia|||This study describes the different coping and adaptation strategies used by smallholder farmers to mitigate the adverse impacts of climate change. The most widely used coping strategy was selling livestock, followed by changing consumption patter. Changing crop planting dates was the most preferred adaptation option, which irrigation as an adaptation strategy was used only by 10% of the surveyed farmers",Africa,Ethopia|||Ethiopia, Individuals or households,Low,"medium|||moderate  depth, business as usual",Smallholder farmers' coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia,LOCAL ENVIRONMENT,"Alemayehu, A; Bewket, W","Alemayehu, A; Bewket, W, Smallholder farmers' coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia, LOCAL ENVIRONMENT","Alemayehu, A; Bewket, W, Smallholder farmers' coping and adaptation strategies to climate change and variability in the central highlands of Ethiopia, LOCAL ENVIRONMENT"
6714775,The article investigates if and how NTFP contribute to household adaptive capacity in the Kilombero district of Tanzania.|||An appraisal of the role of non-timber forest products (NFTP) for household's livelihoods and adapative capacity.,Africa,Tanzania, Individuals or households,Low,Limited depth. Responses are largely based on expansion of existing practices rather than consideration of entirely new practices.|||institutional risks/ potential barriers to uptake of using NTFP as an adaptive response for livelihood consideration; nevertheless the bigger behavioral switch is between usf of NTFP for subsistence towards use for trade.,"The role of priority non-timber forest products in enhancing local adaptive capacity to climate change stresses in Kilombero district, Tanzania",CLIMATE AND DEVELOPMENT,"Balama, C; Augustino, S; Eriksen, S; Makonda, FBS","Balama, C; Augustino, S; Eriksen, S; Makonda, FBS, The role of priority non-timber forest products in enhancing local adaptive capacity to climate change stresses in Kilombero district, Tanzania, CLIMATE AND DEVELOPMENT","Balama, C; Augustino, S; Eriksen, S; Makonda, FBS, The role of priority non-timber forest products in enhancing local adaptive capacity to climate change stresses in Kilombero district, Tanzania, CLIMATE AND DEVELOPMENT"
6714776,an assessment of an effective adaptation technique for food security|||Not included, Asia,Malaysia, Sub-national government||| Individuals or households,Not certain / Insufficient information / Not assessed,Moderate|||,"Resilience, adaptation and expected support for food security among the Malaysian east coast poor households",MANAGEMENT OF ENVIRONMENTAL QUALITY,"Alam, MM; Wahid, ANM; Siwar, C","Alam, MM; Wahid, ANM; Siwar, C, Resilience, adaptation and expected support for food security among the Malaysian east coast poor households, MANAGEMENT OF ENVIRONMENTAL QUALITY","Alam, MM; Wahid, ANM; Siwar, C, Resilience, adaptation and expected support for food security among the Malaysian east coast poor households, MANAGEMENT OF ENVIRONMENTAL QUALITY"
6714777,This study examines how climate smart agriculture is used to contribute to food security and climate adaptation.|||Review article summarizes other studies but does not provide an empirical contribution on its own.,Africa,sub-saharan Africa, Other,Not certain / Insufficient information / Not assessed,"Given this is a review, it is not extremely in depth on responses, but does a good job of explaining why this matters|||",Why Promote Improved Fallows as a Climate-Smart Agroforestry Technology in Sub-Saharan Africa?,SUSTAINABILITY,"Partey, ST; Zougmore, RB; Ouedraogo, M; Thevathasan, NV","Partey, ST; Zougmore, RB; Ouedraogo, M; Thevathasan, NV, Why Promote Improved Fallows as a Climate-Smart Agroforestry Technology in Sub-Saharan Africa?, SUSTAINABILITY","Partey, ST; Zougmore, RB; Ouedraogo, M; Thevathasan, NV, Why Promote Improved Fallows as a Climate-Smart Agroforestry Technology in Sub-Saharan Africa?, SUSTAINABILITY"
6714778,"A study of 3 forest-dependent indigenous communities in Bangladesh, using surveys, interviews, observation and focus groups. The study found increased climate change impacts as well of a range of adaptation strategies which helped increase food security and resilience.|||the paper describe community adaptation strategies by forest dependant indigenous communities, case study  in Bangladesh|||A ""mining"" and categorization of adaptation strategies in forest-dependent indigenous communities", Asia,Bangladesh, Individuals or households||| National government||| Civil Society- international/multinational/national||| Local government||| Civil Society- sub-national or local||| Other,Medium,"Moderate depth of change.|||limited|||day-to-day transformations, not large scale, but a change in way of life.",Forest Dependent Indigenous Communities' Perception and Adaptation to Climate Change through Local Knowledge in the Protected Area-A Bangladesh Case Study,CLIMATE,"Rahman, MH; Alam, K","Rahman, MH; Alam, K, Forest Dependent Indigenous Communities' Perception and Adaptation to Climate Change through Local Knowledge in the Protected Area-A Bangladesh Case Study, CLIMATE","Rahman, MH; Alam, K, Forest Dependent Indigenous Communities' Perception and Adaptation to Climate Change through Local Knowledge in the Protected Area-A Bangladesh Case Study, CLIMATE"
6714779,"This paper assesses factors impact on adaptation to drought in maize production of farmers (n=180) in Dakrong district Ã¢â‚¬â€œ a highland district of Central Vietnam.|||The authors describe household-level adaptation among farmers in central Vietnam, finding that several factors are associated with decisions to change maize cultivation techniques or reduce production, both of which the authors describe as adaptation-related responses.", Asia,Vietnam, Individuals or households,Low,"Limited - only looked at maize farmers with limited adaptation responses|||The depth is implicitly limited or moderate, and mainly relates to changes in cultivation of maize or introduction of other crop varieties.",Factors Impact on Farmers' Adaptation to Drought in Maize Production in Highland Area of Central Vietnam,1ST INTERNATIONAL CONFERENCE ON ASIAN HIGHLAND NATURAL RESOURCES MANAGEMENT (ASIAHILAND) AND 2ND IDRC-SEARCA UPLAND FELLOWSHIP AND CONFERENCE,"Uy, TC; Limnirankul, B; Chaovanapoonphol, Y","Uy, TC; Limnirankul, B; Chaovanapoonphol, Y, Factors Impact on Farmers' Adaptation to Drought in Maize Production in Highland Area of Central Vietnam, 1ST INTERNATIONAL CONFERENCE ON ASIAN HIGHLAND NATURAL RESOURCES MANAGEMENT (ASIAHILAND) AND 2ND IDRC-SEARCA UPLAND FELLOWSHIP AND CONFERENCE","Uy, TC; Limnirankul, B; Chaovanapoonphol, Y, Factors Impact on Farmers' Adaptation to Drought in Maize Production in Highland Area of Central Vietnam, 1ST INTERNATIONAL CONFERENCE ON ASIAN HIGHLAND NATURAL RESOURCES MANAGEMENT (ASIAHILAND) AND 2ND IDRC-SEARCA UPLAND FELLOWSHIP AND CONFERENCE"
6714781,this study looks at adaptation efforts by farmers in Malawi|||this study looks at the efficacy crop diversification and  of government programs in encouraging crop diversification among farmers in Malawi in response to climate change|||The analyzed the recent patterns and determinants of farm level crop diversification in order to better understand how policies impact on diversification and how they can be better formulated or implemented to effectively promote diversification|||This study analyzed the recent patterns and determinants of farm level crop diversification in order to better understand how policies impact on diversification and how they can be better formulated or implemented to effectively promote diversification.,Africa,Malawi, Individuals or households||| National government||| Local government,Low,shallow|||shallow. only extensions of current practices|||Limited|||In-depth,"How diversified is cropping in Malawi? Patterns, determinants and policy implications",FOOD SECURITY,"Kankwamba, H; Kadzamira, M; Pauw, K","Kankwamba, H; Kadzamira, M; Pauw, K, How diversified is cropping in Malawi? Patterns, determinants and policy implications, FOOD SECURITY","Kankwamba, H; Kadzamira, M; Pauw, K, How diversified is cropping in Malawi? Patterns, determinants and policy implications, FOOD SECURITY"
6714782,"Community-based adaptation in Zanzibar offers co-benefits in terms of adaptation, adaptation planning, integration of efforts, and strengthening social capital and community resilience.|||Included but not sufficient. Document slightly reports adaptation-related measures undertaken in Zanzibar (Tanzania), but the level of details of adaptation is minimal.",Africa,"Zanzibar, Tanzania|||Tanzania", Individuals or households||| Local government,Not certain / Insufficient information / Not assessed,limited|||Insufficient information available to answer this question,"The Implications of Local Perceptions, Knowledge, and Adaptive Strategies for Adaptation Planning in Coastal Communities of Zanzibar",ENVIRONMENTAL JUSTICE,"Zhang, T; Bakar, S","Zhang, T; Bakar, S, The Implications of Local Perceptions, Knowledge, and Adaptive Strategies for Adaptation Planning in Coastal Communities of Zanzibar, ENVIRONMENTAL JUSTICE","Zhang, T; Bakar, S, The Implications of Local Perceptions, Knowledge, and Adaptive Strategies for Adaptation Planning in Coastal Communities of Zanzibar, ENVIRONMENTAL JUSTICE"
6714783,"This study in the rural Panchase Mountain Ecological Region of Nepal identifies practices being used to adapt to a changing environment such as landscape-level adaptation strategies were large-scale collaborative projects and programs, such as Ecosystem-based Adaptation and Chitwan Annapurna Landscape conservation; which had implications at both the local and landscape-level|||assessment of adaptation responses in the Panchase Mountain Ecological Region in Nepal, focusing also on the community and landscape-level responses", Asia,Panchase Mountain Ecological Region of western Nepal|||Nepal, Individuals or households||| Other,Not certain / Insufficient information / Not assessed,deep study|||fairly integrated- although the connection between the scales was not always explicit. e.g. were some of the hh activites facilitated by the communtiy and landscape level programs?,Adaptation to Climate Change in Panchase Mountain Ecological Regions of Nepal,ENVIRONMENTS,"Adhikari, S; Baral, H; Nitschke, C","Adhikari, S; Baral, H; Nitschke, C, Adaptation to Climate Change in Panchase Mountain Ecological Regions of Nepal, ENVIRONMENTS","Adhikari, S; Baral, H; Nitschke, C, Adaptation to Climate Change in Panchase Mountain Ecological Regions of Nepal, ENVIRONMENTS"
6714785,Assessment of drought management in ranches in the US|||This paper looks at drought responses used by ranchers in the USA and finds that three components of drought policy are important: 1) encouraging forage-sharing mechanisms; (2) promoting income diversification that is independent of climatic variability; and (3) facilitating a shift to diversified livestock production systems, North America,US|||Wyoming, Individuals or households||| Private sector corporations||| Private sector SMEs,Low,"realtively high uptake, although not yet faciltiated by policy/planning intervention|||limited depth",Increasing flexibility in rangeland management during drought,ECOSPHERE,"Kachergis, E; Derner, JD; Cutts, BB; Roche, LM; Eviner, VT; Lubell, MN; Tate, KW","Kachergis, E; Derner, JD; Cutts, BB; Roche, LM; Eviner, VT; Lubell, MN; Tate, KW, Increasing flexibility in rangeland management during drought, ECOSPHERE","Kachergis, E; Derner, JD; Cutts, BB; Roche, LM; Eviner, VT; Lubell, MN; Tate, KW, Increasing flexibility in rangeland management during drought, ECOSPHERE"
6714786,"The article specifically examines adaptation limits in smallholder agriculture in Costa Rica.|||Table 3 Summary of farmer adaptations to global change risks and assigns them to be tolerable or intolerable.|||The article focuses on adaptation limits as an approch that can llow researchers and practitioners to better understand and support successful adaptation and allow smallholders to pursue their goals. The artocle shows thathow that an understanding of the multidimensionality and fluidity of farmer livelihood goals may enrich our current understanding of actor-centered adaptation limits as insurmountable thresholds. In response to worsening global change risks, farmers in this study traded off certain goals to pursue others. In this way, farmers do not perceive adaptation limits as insurmountable", Central and South America,Costa Rica|||Northwest Costa Rica, National government||| Individuals or households,Low,Significant. Irreversible.|||Limited,Understanding actor-centered adaptation limits in smallholder agriculture in the Central American dry tropics,AGRICULTURE AND HUMAN VALUES,"Warner, BP","Warner, BP, Understanding actor-centered adaptation limits in smallholder agriculture in the Central American dry tropics, AGRICULTURE AND HUMAN VALUES","Warner, BP, Understanding actor-centered adaptation limits in smallholder agriculture in the Central American dry tropics, AGRICULTURE AND HUMAN VALUES"
6714787,Article examines perceptions and adaptations to climate change in India, Asia,India, Individuals or households,Low,Depth is limited to shifting and adopting existing practices.|||limited|||limited depth change,"Farmers' perception of climate change, impact and adaptation strategies: a case study of four villages in the semi-arid regions of India",NATURAL HAZARDS,"Banerjee, RR","Banerjee, RR, Farmers' perception of climate change, impact and adaptation strategies: a case study of four villages in the semi-arid regions of India, NATURAL HAZARDS","Banerjee, RR, Farmers' perception of climate change, impact and adaptation strategies: a case study of four villages in the semi-arid regions of India, NATURAL HAZARDS"
6714789,"The study examines update of adaptation practices by farmers in India including water conservation, Reduced rain use, Shift from rice to cotton, Change of planting dates, Reduced cultivated land , Income diversiÃ¯Â¬Âcation , Diversifying rice varieties , Early maturing rice varieties|||the study examines adaptation strategies followed by farmers in a region in India", Asia,India, Individuals or households,Low,The responses are primarily expansion of existing practices (implied)>|||limited,Adaptive capacity contributing to improved agricultural productivity at the household level: Empirical findings highlighting the importance of crop insurance,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"Panda, A; Sharma, U; Patt, A; Ninan, KN","Panda, A; Sharma, U; Patt, A; Ninan, KN, Adaptive capacity contributing to improved agricultural productivity at the household level: Empirical findings highlighting the importance of crop insurance, GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","Panda, A; Sharma, U; Patt, A; Ninan, KN, Adaptive capacity contributing to improved agricultural productivity at the household level: Empirical findings highlighting the importance of crop insurance, GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS"
6714790,"farmers in Kenya respond to climate change by selling assets, borrowing money, and reducing consumption|||This paper uses surveys of households to collect data on past climate impact and adaptation. The responses are quantified into broad categories using a model and correlated with household characteristics. There is no attempt to measure the success of the adaptation-related responses.|||This study provides a comprehensive understanding of the adaptation behaviour of maize-legume farm households facing climate shocks in rural Kenya.|||This paper identifies the major climate shocks affecting maize-legume farmers in Kenya, and the factors associated with their decision to adapt including the specific adaptation strategies to employ.",Africa,Kenya, Individuals or households,Low,relatively shallow|||limited|||Limited / Not explicit|||Limited depth change can be inferred,"Climate shock adaptation for Kenyan maize-legume farmers: choice, complementarities and substitutions between strategies",CLIMATE AND DEVELOPMENT,"Tongruksawattana, S; Wainaina, P","Tongruksawattana, S; Wainaina, P, Climate shock adaptation for Kenyan maize-legume farmers: choice, complementarities and substitutions between strategies, CLIMATE AND DEVELOPMENT","Tongruksawattana, S; Wainaina, P, Climate shock adaptation for Kenyan maize-legume farmers: choice, complementarities and substitutions between strategies, CLIMATE AND DEVELOPMENT"
6714791,"400 households were interviewed about their adaptation responses following flooding, Note: the study distinguishes 'coping strategies' and 'adaptation' strategies, but I consider them all adaptation responses according to our definition.|||Kenyan farmers respond to floods by reducing expenses, relocating,  selling property, extra income",Africa,Kenya, Individuals or households,Medium,"The depth of adaptation responses varies from expansion of existing practices (reduce household expenditures) to more significant changes (sale of property)|||some, such as migration, imply deep changes",Erosive coping after the 2011 floods in Kenya,INTERNATIONAL JOURNAL OF GLOBAL WARMING,"Opondo, DO","Opondo, DO, Erosive coping after the 2011 floods in Kenya, INTERNATIONAL JOURNAL OF GLOBAL WARMING","Opondo, DO, Erosive coping after the 2011 floods in Kenya, INTERNATIONAL JOURNAL OF GLOBAL WARMING"
6714792,"vulnerability and adaptation  measure in drought prone rice farms|||A survey of vulnerability and adaptation responses in drought-prone rice farms. The perceptions are supported by comparison to literature, there is no attempt to measure the success of the adaptations.", Asia,"Bangladesh|||Bangladesh,", Individuals or households,Low,limited|||small,Climate change and farm-level adaptation decisions and strategies in drought-prone and groundwater-depleted areas of Bangladesh: an empirical investigation,ECOLOGICAL ECONOMICS,"Alauddin, M; Sarker, MAR","Alauddin, M; Sarker, MAR, Climate change and farm-level adaptation decisions and strategies in drought-prone and groundwater-depleted areas of Bangladesh: an empirical investigation, ECOLOGICAL ECONOMICS","Alauddin, M; Sarker, MAR, Climate change and farm-level adaptation decisions and strategies in drought-prone and groundwater-depleted areas of Bangladesh: an empirical investigation, ECOLOGICAL ECONOMICS"
6714793,"Drivers of changes in farming management practices, including switching crop varieties, planting dates, irrigation, fertilisers, livetosck management and agroforestry practices.|||This article looks at adaptation strategies and capacity of farmers in South Asia.", Asia,India|||Nepal|||Bangladesh, Individuals or households,Low,"limited|||changes are shallow, easily reversible behavioural changes.",Climatic and non-climatic factors influencing changing agricultural practices across different rainfall regimes in South Asia,CURRENT SCIENCE,"Bhatta, GD; Aggarwal, PK; Kristjanson, P; Shrivastava, AK","Bhatta, GD; Aggarwal, PK; Kristjanson, P; Shrivastava, AK, Climatic and non-climatic factors influencing changing agricultural practices across different rainfall regimes in South Asia, CURRENT SCIENCE","Bhatta, GD; Aggarwal, PK; Kristjanson, P; Shrivastava, AK, Climatic and non-climatic factors influencing changing agricultural practices across different rainfall regimes in South Asia, CURRENT SCIENCE"
6714796,"A structured survey of indigenous communities about climate change impacts and responses done in high mountain region of India, found a range of adaptation strategies used.|||This study tries to understand the indigenous communities of  Himachal Pradesh, India perceptions on climate change, its impact on local climate variables; climate associated extreme events, seasonal changes, agriculture, biodiversity and analyzes the existing strategies adopted by farming mountain  communities", Asia,India, Individuals or households||| Local government,Low,Limited depth of change.|||limited,Local perceptions and adaptation of indigenous communities to climate change: Evidences from high mountain pangi valley of Indian himalayas,,"Meena, R.K.; Vikas; Verma, T.P.; Yadav, R.P.; Mahapatra, S.K.; Surya, J.N.; Singh, D.; Singh, S.K.","Meena, R.K.; Vikas; Verma, T.P.; Yadav, R.P.; Mahapatra, S.K.; Surya, J.N.; Singh, D.; Singh, S.K., Local perceptions and adaptation of indigenous communities to climate change: Evidences from high mountain pangi valley of Indian himalayas, ","Meena, R.K.; Vikas; Verma, T.P.; Yadav, R.P.; Mahapatra, S.K.; Surya, J.N.; Singh, D.; Singh, S.K., Local perceptions and adaptation of indigenous communities to climate change: Evidences from high mountain pangi valley of Indian himalayas, "
6714797,"Document presents farmers' responses to climatic limitations at the local level.|||Exclusion: this article does not describe changes in behaviour. The article describes four case studies where farmers have adjusted their agricultural practices to difficult climatic conditions, ,and how lessons learned could be applied to climate change adaptation.|||This study, through analysis of four examples of innovative agricultural practices Ã¢â‚¬â€œ referred to here as niche-based, details the responses of farmers and their supporting institutions to climatic limitations in Nepal.|||Examine 3 adaptation strategies by Nepali farmers and show how TK allows for innovation and effective adaptation", Asia,Nepal, Individuals or households||| Civil Society- sub-national or local||| Local government||| Sub-national government||| National government,Low,"Limited depth. Changes do not reflect something new, novel, or different from existing practices.|||limited|||",Niche-based responses in addressing the climatic constraints to farm production: analogues to climate-change adaptation in Nepal,CLIMATE AND DEVELOPMENT,"Chhetri, N; Subedi, M; Ghimire, S","Chhetri, N; Subedi, M; Ghimire, S, Niche-based responses in addressing the climatic constraints to farm production: analogues to climate-change adaptation in Nepal, CLIMATE AND DEVELOPMENT","Chhetri, N; Subedi, M; Ghimire, S, Niche-based responses in addressing the climatic constraints to farm production: analogues to climate-change adaptation in Nepal, CLIMATE AND DEVELOPMENT"
6714800,"An examination on smallholder farmers' level of perception and source of information about climate change, factors influencing adaptation strategies and their barriers|||""Research was carried out in three districts in East Hararghe Zone of Ethiopia where 110 farm households were randomly considered for the study. All of the surveyed farm households observed at least one type of climate change over the last 20 years primarily based on their life experience. Planting trees was found to be the single most common adaptation strategy in the study area ... An MNL model was fitted on the data where the choices of adaptation to climate change make the dependent variable. Different socioeconomic, institutional and agro-ecological variables were hypothesized to influence adaptation decisions and were included in the model.""",Africa,Ethiopia, Individuals or households,Low,Fairly moderate|||Limited,"Understanding the process of adaptation to climate change by small-holder farmers: the case of east Hararghe Zone, Ethiopia",,"Tessema, Y.A.; Aweke, C.S.; Endris, G.S.","Tessema, Y.A.; Aweke, C.S.; Endris, G.S., Understanding the process of adaptation to climate change by small-holder farmers: the case of east Hararghe Zone, Ethiopia, ","Tessema, Y.A.; Aweke, C.S.; Endris, G.S., Understanding the process of adaptation to climate change by small-holder farmers: the case of east Hararghe Zone, Ethiopia, "
6714801,"The study derives an adaptation index taking into account the importance of adaptation practice and the scale of adaptation. It is based on information collected through a questionnaire survey of 720 farming households in six districts of Nepal, this study further identifies the factors influencing the farmers adoption of climate change adaptation practices. The multiple regression models revealed 11 variables significantly influencing the adoption of climate change adaptation practices.|||A study exploring the determinants of, barriers to adaptation-related responses within smallholder farms in Nepal, with sustained focus on the responses themselves.", Asia,Nepal, Individuals or households,Low,"Limited|||Shallow depth- only mentioning farmer-led responses, no evidence of institutional or cultural transformations.",Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal,,"Khanal, U.; Wilson, C.","Khanal, U.; Wilson, C., Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal, ","Khanal, U.; Wilson, C., Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal, "
6714802,"""The present paper aimed to estimate and compare the resource use efficiency including technical, economic and water use efficiency of adopters of CSA and non-adopters in cotton production.""|||This survey looks at the uptake of water efficient practices (climate smart agriculture) in irrigated cotton farms and derives several indicators of efficiency. There is very little detail on what the water efficient practices are (appendix A), in most cases they seem to be good general farm practices. Although the claim is that farms adopting climate smart agriculture have better outcomes, it is clear that these farmers are also more affluent- so the specific effect of the responses is not clear.|||This study, focused on the Punjab region of Pakistan, surveyed 198 farmers cultivating cotton to understand how adopters of the climate-smart agricultural system impacted farm productivity.", Asia,Pakistan, Individuals or households||| Civil Society- international/multinational/national,Low,"small|||medium depth, CSA program appears to be widespread however many of the practices described appear to be practices that farmers may adopt as business as usual.",Impact of climate smart agriculture (CSA) through sustainable irrigation management on Resource use efficiency: A sustainable production alternative for cotton,,"Imran, M.A.; Ali, A.; Ashfaq, M.; Hassan, S.; Culas, R.; Ma, C.","Imran, M.A.; Ali, A.; Ashfaq, M.; Hassan, S.; Culas, R.; Ma, C., Impact of climate smart agriculture (CSA) through sustainable irrigation management on Resource use efficiency: A sustainable production alternative for cotton, ","Imran, M.A.; Ali, A.; Ashfaq, M.; Hassan, S.; Culas, R.; Ma, C., Impact of climate smart agriculture (CSA) through sustainable irrigation management on Resource use efficiency: A sustainable production alternative for cotton, "
6714804,"A study using interviews, focus groups, observations and a large-scale survey found that climate change impacts in 3 rural areas  in Bangladesh were affecting food insecurity. Adaptation strategies in response included seeking waged labor, migrating to other areas, and cutting back on meals.|||present findings from our research in rural areas of Bangladesh and note that adaptation strategies adopted by households in response to food insecurity and to address food insecurity must include gender mainstreaming to ensure that women and girls are not taking a disproportionate responsibility for intra-household food security", Asia,Bangladesh, Individuals or households,Medium,Medium.|||medium,Gender and food security in Bangladesh: the impact of climate change,GENDER PLACE AND CULTURE,"Alston, M; Akhter, B","Alston, M; Akhter, B, Gender and food security in Bangladesh: the impact of climate change, GENDER PLACE AND CULTURE","Alston, M; Akhter, B, Gender and food security in Bangladesh: the impact of climate change, GENDER PLACE AND CULTURE"
6714805,Article considers perceptions and autonomous adaptations to climate change in Nepal.|||Household Perceptions about the Impacts of Climate Change on Food Security in the Mountainous Region of Nepal, Asia,Nepal, Individuals or households,Low,Depth is not discussed in detail but appears to be limited to autonomous adaptations.|||Limited,Household Perceptions about the Impacts of Climate Change on Food Security in the Mountainous Region of Nepal,SUSTAINABILITY,"Poudel, S; Funakawa, S; Shinjo, H","Poudel, S; Funakawa, S; Shinjo, H, Household Perceptions about the Impacts of Climate Change on Food Security in the Mountainous Region of Nepal, SUSTAINABILITY","Poudel, S; Funakawa, S; Shinjo, H, Household Perceptions about the Impacts of Climate Change on Food Security in the Mountainous Region of Nepal, SUSTAINABILITY"
6714806,"The study used farmers' behavioral adaptation to maintain food production during rain seasons and dry spells.|||Based on this background, the goal of this study is to investigate farm-level adaptation to climate change through farmers in two regions of Cote d'Ivoire. Specifically, the objectives of the study are: (i) assess farmers' perceptions of climate change; (ii) identify the main current adaptation strategies; and (iii) determine relevant drivers of adaptation.",Africa,Cote d'Ivoire|||Cote d'Ivoire, Individuals or households,Medium,low dept|||In-depth,Relevant drivers of farmers' decision behavior regarding their adaptation to climate change: a case study of two regions in Cote d'Ivoire,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,"Comoe, H; Siegrist, M","Comoe, H; Siegrist, M, Relevant drivers of farmers' decision behavior regarding their adaptation to climate change: a case study of two regions in Cote d'Ivoire, MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE","Comoe, H; Siegrist, M, Relevant drivers of farmers' decision behavior regarding their adaptation to climate change: a case study of two regions in Cote d'Ivoire, MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE"
6714807,Article examines adaptations in rice production  sub-Saharan Africa|||Narrowing the rice yield gap in East and Southern Africa: Using and adapting existing technologies. The term Ã¢â‚¬Ëœyield gap' is used to indicate the difference between the biological and climatic potential yield and the average actual crop yield produced by farmers. The article is not is not informed by empirical evidence,Africa,East and Southern Africa, Individuals or households||| Private sector SMEs,Not certain / Insufficient information / Not assessed,Depth is not discussed|||No information,Narrowing the rice yield gap in East and Southern Africa: Using and adapting existing technologies,AGRICULTURAL SYSTEMS,"Nhamo, N; Rodenburg, J; Zenna, N; Makombe, G; Luzi-Kihupi, A","Nhamo, N; Rodenburg, J; Zenna, N; Makombe, G; Luzi-Kihupi, A, Narrowing the rice yield gap in East and Southern Africa: Using and adapting existing technologies, AGRICULTURAL SYSTEMS","Nhamo, N; Rodenburg, J; Zenna, N; Makombe, G; Luzi-Kihupi, A, Narrowing the rice yield gap in East and Southern Africa: Using and adapting existing technologies, AGRICULTURAL SYSTEMS"
6714808,"Cacao farmers in Cote d'Ivoire respond to climate change through transitioning their monoculture cacao crops to agroforestry, though the latter has several structural constraints",Africa,Cote d'Ivoire, Individuals or households,Medium,"in-depth, as adoption of agroforestry represents not only agronomic co-benefit but also socio-cultural transformation in terms of attitudes toward intercropped tree species","Trees appropriation, a new challenge for ivorian cocoa cropping? Technical, environmental and land tenure obstacles",CAHIERS AGRICULTURES,"Sanial, E","Sanial, E, Trees appropriation, a new challenge for ivorian cocoa cropping? Technical, environmental and land tenure obstacles, CAHIERS AGRICULTURES","Sanial, E, Trees appropriation, a new challenge for ivorian cocoa cropping? Technical, environmental and land tenure obstacles, CAHIERS AGRICULTURES"
6714809,"Farmers in Nigeria used different planting dates, multiple cropping, and cover cropping to respond to climate change|||he study investigated methods used by arable crop farmers to mit- igate climate change in Osun State, Nigeria.",Africa,"Osun State, Nigeria|||Nigeria", Individuals or households,Low,"shallow, just extensions to existing practices|||Limited",Ethno-Practices and Adaptation Strategies for the Mitigation of Climate Change by Arable Crop Farmers in Osun State: Implications for Extension Policy Formulation in Nigeria,J. Agric. Food inf.,"Adesoji, S.A.; Ayinde, J.O.","Adesoji, S.A.; Ayinde, J.O., Ethno-Practices and Adaptation Strategies for the Mitigation of Climate Change by Arable Crop Farmers in Osun State: Implications for Extension Policy Formulation in Nigeria, J. Agric. Food inf.","Adesoji, S.A.; Ayinde, J.O., Ethno-Practices and Adaptation Strategies for the Mitigation of Climate Change by Arable Crop Farmers in Osun State: Implications for Extension Policy Formulation in Nigeria, J. Agric. Food inf."
